slug;name;region;city;description_short;lat;lng;status;eparchy;description;image_url;wikipedia_url;source
tusimlja;Manastir Tušimlja;Nepoznato;Nepoznato;"Smešten između Raške i Novog Pazara, na obroncima Golije; lokalni izvori naglašavaju njegov duhovni značaj u ovom kraju.";;;aktivan;Eparhija raško-prizrenska;"OPŠTI PODACI: Manastir Tušimlja nalazi se u okviru Eparhija raško-prizrenska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje širem području Srbije. Smešten između Raške i Novog Pazara, na obroncima Golije; lokalni izvori naglašavaju njegov duhovni značaj u ovom kraju. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Tušimlja dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Tušimlja ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Tušimlja je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.";;;https://manastiri.rs/eparhije/rasko-prizrenska/manastir-tusimlja/
ulije;Manastir Ulije;Nepoznato;Nepoznato;Kratak pregled: Manastir Ulije.;;;aktivan;Eparhija raško-prizrenska;OPŠTI PODACI: Manastir Ulije nalazi se u okviru Eparhija raško-prizrenska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje širem području Srbije. Kratak pregled: Manastir Ulije. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Ulije dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Ulije ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Ulije je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;images/monasteries/ulije.jpg;;manastiri.rs
velika-hoca;Manastir Velika Hoča;Nepoznato;Nepoznato;Kratak pregled: Manastir Velika Hoča.;;;aktivan;Eparhija raško-prizrenska;OPŠTI PODACI: Manastir Velika Hoča nalazi se u okviru Eparhija raško-prizrenska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje širem području Srbije. Kratak pregled: Manastir Velika Hoča. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Velika Hoča dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Velika Hoča ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Velika Hoča je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;images/monasteries/velika-hoca.jpg;;manastiri.rs
visoki-decani;Manastir Visoki Dečani;Nepoznato;Nepoznato;Kratak pregled: Manastir Visoki Dečani.;;;aktivan;Eparhija raško-prizrenska;OPŠTI PODACI: Manastir Visoki Dečani nalazi se u okviru Eparhija raško-prizrenska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje širem području Srbije. Kratak pregled: Manastir Visoki Dečani. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Visoki Dečani dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Visoki Dečani ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Visoki Dečani je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;images/monasteries/visoki-decani.jpg;;manastiri.rs
vracevo;Manastir Vračevo;Nepoznato;Nepoznato;"U oblasti Leposavića i Rogozne; izvori navode osnivanje u 14. veku i više razaranja i obnova tokom narednih stoleća.";;;aktivan;Eparhija raško-prizrenska;"OPŠTI PODACI: Manastir Vračevo nalazi se u okviru Eparhija raško-prizrenska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje širem području Srbije. U oblasti Leposavića i Rogozne; izvori navode osnivanje u 14. veku i više razaranja i obnova tokom narednih stoleća. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Vračevo dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Vračevo ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Vračevo je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.";;;https://manastiri.rs/eparhije/rasko-prizrenska/manastir-vracevo/
zociste;Manastir Zočište;Nepoznato;Nepoznato;Kratak pregled: Manastir Zočište.;;;aktivan;Eparhija raško-prizrenska;OPŠTI PODACI: Manastir Zočište nalazi se u okviru Eparhija raško-prizrenska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje širem području Srbije. Kratak pregled: Manastir Zočište. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Zočište dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Zočište ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Zočište je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;images/monasteries/zociste.jpg;;manastiri.rs
djakovica;Manastir Đakovica;Nepoznato;Nepoznato;Kratak pregled: Manastir Đakovica.;;;aktivan;Eparhija raško-prizrenska;OPŠTI PODACI: Manastir Đakovica nalazi se u okviru Eparhija raško-prizrenska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje širem području Srbije. Kratak pregled: Manastir Đakovica. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Đakovica dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Đakovica ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Đakovica je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;images/monasteries/djakovica.jpg;;manastiri.rs
djurdjevi-stupovi;Manastir Đurđevi Stupovi;Raška;Novi Pazar;Kratak pregled: Manastir Đurđevi Stupovi je poznata pravoslavna svetinja u oblasti Raška.;;;aktivan;Eparhija raško-prizrenska;OPŠTI PODACI: Manastir Đurđevi Stupovi nalazi se u okviru Eparhija raško-prizrenska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje Novi Pazar. Kratak pregled: Manastir Đurđevi Stupovi je poznata pravoslavna svetinja u oblasti Raška. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Đurđevi Stupovi dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Đurđevi Stupovi ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Đurđevi Stupovi je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;;;nepoznato
beocin;Manastir Beočin;Fruška gora;Beočin;Manastir Beočin na obodu Fruške gore posvećen je Vaznesenju Gospodnjem. U izvornim zapisima pominje se u 16. veku, a današnji izgled dobija kroz obnove u 18. veku.;;;aktivan;Eparhija sremska;OPŠTI PODACI: Manastir Beočin nalazi se u okviru Eparhija sremska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje Beočin. Manastir Beočin na obodu Fruške gore posvećen je Vaznesenju Gospodnjem. U izvornim zapisima pominje se u 16. veku, a današnji izgled dobija kroz obnove u 18. veku. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Beočin dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Beočin ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Beočin je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;;;manastiri.rs
berkasovo;Manastir Berkasovo;Srem;Nepoznato;Manastir Berkasovo je svetinja Eparhije sremske u širem sremačkom području, mesto molitve i tišine.;;;aktivan;Eparhija sremska;OPŠTI PODACI: Manastir Berkasovo nalazi se u okviru Eparhija sremska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje Srem. Manastir Berkasovo je svetinja Eparhije sremske u širem sremačkom području, mesto molitve i tišine. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Berkasovo dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Berkasovo ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Berkasovo je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;;;manastiri.rs
besenovo;Manastir Bešenovo;Fruška gora;Nepoznato;Manastir Bešenovo je jedna od fruškogorskih svetinja Eparhije sremske. Miran položaj na obroncima Fruške gore, molitveni ritam i tradicija monaškog života čine ga važnim mestom hodočašća u Sremu.;;;aktivan;Eparhija sremska;OPŠTI PODACI: Manastir Bešenovo nalazi se u okviru Eparhija sremska i pripada korpusu značajnih pravoslavnih svetinja na prostoru Srbije. U evidenciji ovog projekta vezuje se za mesto ili šire područje Fruška gora. Manastir Bešenovo je jedna od fruškogorskih svetinja Eparhije sremske. Miran položaj na obroncima Fruške gore, molitveni ritam i tradicija monaškog života čine ga važnim mestom hodočašća u Sremu. Manastirski kompleks se po pravilu sastoji od crkve, porte i pratećih objekata namenjenih bogosluženju i svakodnevnom monaškom životu. ISTORIJA: Tačna godina osnivanja, kao i ime prvobitnog ktitora, za ovaj zapis zahtevaju dodatnu proveru u pouzdanim crkvenim i istoriografskim izvorima. Ipak, za manastire ovog tipa uobičajeno je da su kroz vekove prolazili kroz periode gradnje, obnavljanja, a ponegde i razaranja usled ratova, seoba i političkih previranja. Zato je važno da se u daljoj obradi za Manastir Bešenovo dopune podaci o vremenu nastanka, eventualnim obnovama i ličnostima koje su učestvovale u njegovom podizanju ili obnovi. U aplikaciji ova sekcija može služiti kao mesto za unošenje konkretnih godina izgradnje, obnavljanja i restauracije čim budu potvrđene. ARHITEKTURA: Arhitektonska vrednost manastira ogleda se u spoju crkvene gradnje, uređenja enterijera i prilagođenosti prostora bogoslužbenoj funkciji. Poseban značaj obično imaju oltarski prostor, ikonostas, eventualni živopis, kao i sklad između hrama i prirodnog okruženja. Ako su sačuvani podaci o starijim fazama gradnje, ovde se kasnije mogu navesti stilske odlike, tip osnove hrama i najvažnije umetničke karakteristike. DUHOVNI ŽIVOT: Manastir Bešenovo ima značaj kao mesto molitve, liturgijskog sabranja i očuvanja pravoslavne tradicije. Na velike praznike i manastirsku slavu ovakve svetinje okupljaju vernike, hodočasnike i posetioce koji dolaze radi molitve, mira i upoznavanja sa duhovnim nasleđem. Monaški ili parohijski život, u zavisnosti od statusa svetinje, doprinosi kontinuitetu bogosluženja i prenošenju predanja na mlađe naraštaje. ZNAČAJ: Manastir Bešenovo je važan deo crkvene, kulturne i istorijske mape Srbije. Njegov značaj nije samo verski, već i identitetski, jer svedoči o trajanju narodne pobožnosti, umetnosti i lokalnog pamćenja. Za potpuniji prikaz preporučuje se da se ovom zapisu naknadno dodaju provereni podaci o ktitoru, tačnoj godini nastanka, obnovama, poznatim svetinjama, freskama i drugim posebnostima vezanim baš za ovaj manastir.;;;manastiri.rs
